Date,Close_price,High_price,Low_price,Open_price,Volume,Return,Return_pct
2019-01-02,195.04299926757807,196.8849960856108,192.92296810355023,196.18989920587168,10316782,-0.007428327380028299,-0.7428327380028299
2019-01-03,193.82659912109372,196.3289305860213,193.06199906400505,195.0430243242839,6350450,-0.006236574247997395,-0.6236574247997395
2019-01-04,195.28628540039065,196.6764792619597,194.03511973677993,194.03511973677993,8105747,0.007530887328756064,0.7530887328756064
2019-01-07,195.77284240722656,198.27517362399058,195.3210393354367,197.61483927921992,10133320,0.0024915062818586797,0.24915062818586797
2019-01-08,197.580078125,198.4489437489129,195.5643125210624,196.01613762555908,7768619,0.009231289159168599,0.9231289159168599
2019-01-09,201.8548889160156,202.7585170317281,197.82335799268543,198.5184548486565,12651287,0.02163583915738254,2.163583915738254
2019-01-10,201.29884338378903,204.1487121825315,200.81227773162524,202.09820596152332,10684824,-0.0027546795384179035,-0.27546795384179035
2019-01-11,205.29562377929688,205.74744892929905,202.619523556383,202.89755794049697,17419014,0.0198549595632187,1.98549595632187
2019-01-14,204.56578063964844,204.91331810284123,201.5768835558751,204.70480884262827,6646635,-0.003555083767557865,-0.3555083767557865
2019-01-15,206.12974548339844,206.72057680073672,204.35725153138353,205.2261172281449,7490965,0.0076452906192800985,0.7645290619280098
2019-01-16,204.3919982910156,206.12972955021718,202.75853266972638,205.74742955437296,8083821,-0.008430356270549999,-0.8430356270549999
2019-01-17,204.32247924804688,205.46937914598828,201.6811200097719,204.42672284831306,11009380,-0.00034012604969857474,-0.034012604969857474
2019-01-18,202.58477783203125,205.12184978307874,202.02868704855774,203.83594354321363,11418250,-0.008504700130943843,-0.8504700130943843
2019-01-21,201.50735473632807,203.80115457128952,200.67322968397733,203.55786075451996,8519267,-0.0053183813079801245,-0.5318381307980125
2019-01-22,201.4030914306641,202.27195701722906,198.20566342856475,201.47259450932873,10727385,-0.0005174168744381813,-0.05174168744381813
2019-01-23,192.7491912841797,204.63527608891897,191.15048817185388,202.61951041272394,41735950,-0.04296806014749599,-4.296806014749599
2019-01-24,193.86135864257807,196.9545213812498,193.131499126198,194.13939301993568,29105831,0.005770023474488406,0.5770023474488406
2019-01-25,194.06985473632807,196.50266060436755,193.58328915682011,194.62592339019423,9240591,0.0010754907280641213,0.10754907280641213
2019-01-28,190.9767303466797,194.24366187143772,190.59443031781447,193.86136184257253,9338450,-0.015938201189725443,-1.5938201189725443
2019-01-29,193.54852294921875,193.93082289521854,190.9766889515383,191.3589888975381,7267917,0.013466523371043593,1.3466523371043593
2019-01-30,191.4980316162109,194.76496305676906,190.59442540554852,194.6954599704499,10852162,-0.010594197784427606,-1.0594197784427606
2019-01-31,193.6875915527344,194.34792595824575,190.17736620351013,192.19313197857298,15937442,0.011433850875875784,1.1433850875875784
2019-02-01,195.2167816162109,198.24041910855163,194.00035648432356,195.07775341875103,19060690,0.007895136963692151,0.7895136963692151
2019-02-04,192.6101837158203,195.9466181140106,191.8803242343545,195.9466181140106,6289877,-0.013352324932367154,-1.3352324932367154
2019-02-05,190.5596618652344,193.09675581260063,189.41276181411098,192.78395888152033,10205529,-0.010645967991034566,-1.0645967991034566
2019-02-06,193.02719116210935,193.5137567231876,190.83765715200724,191.15045401902177,8409442,0.01294885429960524,1.294885429960524
2019-02-07,194.8344573974609,195.3210229838483,192.54063561620563,193.16622938277553,6177040,0.009362754669282713,0.9362754669282713
2019-02-08,191.4980316162109,195.46006000847396,190.87245978032962,194.2783973935261,4575570,-0.017124413339493216,-1.7124413339493216
2019-02-11,192.6101837158203,193.3747837243536,186.59762725826013,191.7065555105067,10335615,0.005807642460985196,0.5807642460985196
2019-02-12,191.3590087890625,194.97347737614356,190.87244316816668,192.57541182655078,7624089,-0.006495891871448611,-0.6495891871448611
2019-02-14,193.1662750244141,194.76497831200197,192.54068111002786,192.54068111002786,10378675,0.00944437498285633,0.944437498285633
2019-02-15,194.69541931152344,195.28625049561202,191.4284885532099,193.93081943317344,38998388,0.007916207355119775,0.7916207355119775
2019-02-18,190.9419403076172,196.3289024952492,190.38587162375234,193.79183086405266,42232590,-0.019278722720746044,-1.9278722720746044
2019-02-19,191.77606201171875,194.06988410769944,190.45539325153587,190.45539325153587,35777932,0.004368457253329128,0.43684572533291277
2019-02-20,191.74131774902344,192.88821775992088,190.6291582651358,192.7144490363613,6208106,-0.00018117100920134188,-0.018117100920134188
2019-02-21,191.1852264404297,192.3668890044293,190.5944171879333,191.7760577224295,7264425,-0.0029002163702745998,-0.29002163702746
2019-02-22,190.66392517089844,191.81082520795792,189.82982206108355,191.56755339532592,9100951,-0.002726681759030569,-0.2726681759030569
2019-02-25,192.33213806152344,192.64491293428767,189.76028179333545,190.80291610472145,31204722,0.008749494111849998,0.8749494111849998
2019-02-26,191.4980316162109,192.54066602901608,190.49015976131759,191.1157315971989,12233273,-0.004336802230346493,-0.43368022303464926
2019-02-27,191.22000122070312,193.8613608803464,190.3858980790023,191.84559509910738,13634026,-0.0014518707746562498,-0.14518707746562498
2019-02-28,191.88031005859372,192.74917564314623,190.62914449801826,192.74917564314623,44873000,0.003453136877289653,0.3453136877289653
2019-03-01,193.37478637695312,193.9308551126954,192.01935506514144,192.1583612343251,9170950,0.007788586113411267,0.7788586113411267
2019-03-05,196.3984375,197.40630928660718,191.88031863478585,194.6259436976697,14103324,0.015636222176105052,1.5636222176105052
2019-03-06,198.62274169921875,201.0208073834501,197.92764476898412,198.10141349416685,20817638,0.011325467898484431,1.1325467898484431
2019-03-07,201.6463623046875,202.27195609833322,198.69222813558764,199.283059375308,14837761,0.015222932578624393,1.5222932578624393
2019-03-08,202.9670562744141,203.66213112822192,200.46470308859742,201.7853937757372,13169854,0.006549555145116015,0.6549555145116015
2019-03-11,203.6273956298828,204.9828268754712,202.3414674654905,203.66213615572948,15287916,0.0032534312099197216,0.32534312099197216
2019-03-12,204.7047882080078,205.50412869867714,203.76639749887067,204.35722875034514,14686757,0.005291000136756097,0.5291000136756097
2019-03-13,204.9828186035156,206.4425154267443,204.46149044182613,205.05232168190693,11496644,0.0013582017203490615,0.13582017203490615
2019-03-14,205.3998565673828,205.74741601405194,201.88965375368545,205.33035348984964,10503481,0.0020345020461147723,0.20345020461147723
2019-03-15,202.1329498291016,206.12974075431026,201.12507798050393,205.71267817999166,22219476,-0.01590510720346827,-1.5905107203468272
2019-03-18,204.04444885253903,204.4962739822058,202.48050826597492,202.96707392365164,9519926,0.00945664239825117,0.9456642398251169
2019-03-19,208.1454925537109,208.5277925447547,203.90543009686093,204.77429571555155,16363247,0.02009877614526845,2.009877614526845
2019-03-20,207.76321411132807,209.8832455596373,206.1644888706002,208.52781417271797,16221492,-0.0018365924608441109,-0.1836592460844111
2019-03-22,207.2766571044922,208.5278228963359,206.12975696442763,208.5278228963359,8378083,-0.0023418823631365937,-0.23418823631365937
2019-03-25,205.0871124267578,206.44254380396376,203.80118413749693,206.44254380396376,8324586,-0.010563392464548405,-1.0563392464548405
2019-03-26,203.940185546875,205.99071384412125,202.3067198265614,205.05234507552723,11178168,-0.005592388845459095,-0.5592388845459095
