Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2021-04-22,2704.98828125,2730.313895106737,2693.236093640469,2730.313895106737,1988980
2021-04-23,2696.92236328125,2705.161875244965,2680.9204060801317,2693.0194365615953,1615309
2021-04-26,2689.3759765625,2734.6498711860604,2678.317687359321,2690.4601225628116,2490260
2021-04-27,2716.43701171875,2719.9930963372362,2691.2848171657984,2693.8867683264484,1471417
2021-04-28,2709.584716796875,2732.915455888313,2699.0900979766516,2732.00473082585,1639037
2021-04-29,2701.9091796875,2738.423308673348,2693.452839264756,2728.232334317733,1621395
2021-04-30,2632.87060546875,2716.480086208157,2619.297179947084,2687.815218760269,3072305
2021-05-03,2634.041748046875,2649.653454159764,2605.420286839912,2623.547127572062,1545831
2021-05-04,2645.099609375,2680.009113195754,2632.3066856145997,2656.4181368141667,1990777
2021-05-05,2684.953125,2688.1621554674107,2647.3982575233513,2662.663121026859,1939289
2021-05-06,2698.61328125,2718.171320818496,2666.132303827714,2693.452787747875,1791671
2021-05-07,2717.217041015625,2740.591400951939,2698.9167814086395,2717.303857404851,1912540
2021-05-10,2728.1455078125,2744.364292675277,2710.365510066464,2728.5357580964887,2137153
2021-05-11,2708.28369140625,2713.053934100444,2681.006406966172,2710.365167155714,2415625
2021-05-12,2677.927001953125,2706.0279770155475,2663.1826187450274,2706.0279770155475,1978558
2021-05-14,2646.617431640625,2687.3813245743,2636.6432876249387,2687.3813245743,2043935
2021-05-17,2662.4462890625,2667.173124235765,2633.1743411006596,2649.653363656955,2890462
2021-05-18,2678.96826171875,2709.4977717267807,2669.601197623249,2688.682167846677,2098538
2021-05-19,2673.072021484375,2704.295445486139,2660.1490779159362,2674.8066561511396,1986041
2021-05-20,2653.9892578125,2678.9680225884213,2647.1375401791406,2660.1472914429273,2329027
2021-05-21,2671.769775390625,2678.448073333491,2649.7400102940805,2654.8570954295415,1685566
2021-05-24,2672.63720703125,2693.019155551527,2664.397695927308,2672.63720703125,1652260
2021-05-25,2714.036376953125,2726.4561002580645,2686.233713053899,2694.8620672893585,1841613
2021-05-26,2752.8203125,2758.485448492164,2705.146056784092,2719.2652762387206,1923753
2021-05-27,2771.559326171875,2804.4606986759595,2755.69698516361,2755.827633980854,5959785
2021-05-28,2739.83447265625,2787.24722336257,2732.905404548071,2779.838967765765,1763701
2021-05-31,2753.387451171875,2763.1490890103432,2726.7614753674634,2745.412765869972,1652799
2021-06-01,2748.027587890625,2762.8004814630044,2729.7248351644266,2761.624003600477,1377441
2021-06-02,2727.50244140625,2753.649232222172,2714.90844638654,2746.153946524818,2240078
2021-06-03,2737.7861328125,2749.377916098571,2721.5750418670996,2749.377916098571,1281706
2021-06-04,2739.96533203125,2751.382847235814,2723.62359048832,2726.238269135189,1836060
2021-06-07,2774.348388671875,2780.6671955726056,2731.11916154501,2741.054855558437,2559821
2021-06-08,2789.12109375,2816.0087898714464,2777.834440599766,2787.2473259080425,2574057
2021-06-09,2789.20849609375,2806.4217974914072,2776.9630416567725,2790.7337253315172,1710925
2021-06-10,2803.632568359375,2809.9077540375833,2782.88941024876,2797.70592135876,1874324
2021-06-11,2853.31103515625,2883.9898816397495,2798.5770655621745,2799.0564657600353,3452954
2021-06-14,2855.533935546875,2883.7287565429338,2850.3045787618544,2857.8434830136966,1847360
2021-06-15,2843.681396484375,2874.403875750661,2833.919970451429,2874.403875750661,1304985
2021-06-16,2853.791015625,2871.527124287829,2835.1831346541367,2843.1144114443937,1635552
2021-06-17,2891.616455078125,2907.566036065282,2841.283895276825,2846.077472400759,2273413
2021-06-18,2873.79296875,2926.6965839193863,2854.3571507849883,2920.5084268151454,3380431
2021-06-21,2852.70166015625,2863.944693285063,2834.050158038341,2845.6419426584694,1130569
2021-06-22,2877.192138671875,2899.7220365455437,2863.0729175256247,2879.6325477944183,1708688
2021-06-23,2842.50390625,2901.4214102067162,2838.1461089982627,2901.4214102067162,1467104
2021-06-24,2940.29296875,2948.485542252552,2857.4075821090723,2862.201158958729,4155204
2021-06-25,2946.568603515625,2962.997373554617,2919.7245265063507,2941.731405400167,2722861
2021-06-28,2908.17578125,2955.893657633738,2904.907433552484,2955.893657633738,1355238
2021-06-29,2911.749267578125,2933.930411454228,2899.2423052425283,2912.75147576147,1497322
2021-06-30,2916.02001953125,2947.6140494820856,2909.7012135410832,2916.23790939298,1693146
2021-07-01,2912.31640625,2930.1833780674847,2904.3417210154385,2926.697139664073,990310
2021-07-02,2898.3271484375,2910.7468698200696,2871.962476730642,2903.164345637849,1682274
2021-07-05,2894.44873046875,2940.6413780793623,2877.8891020800397,2912.751477635219,1972858
2021-07-06,2843.28857421875,2900.5499903048712,2837.8849479232354,2887.476597920685,2159420
2021-07-07,2854.3134765625,2861.0680620594303,2825.247097610061,2854.35709709006,2640710
2021-07-08,2839.97705078125,2874.4036561229286,2816.7934795391784,2874.4036561229286,2485811
2021-07-09,2796.093017578125,2860.4577600900784,2789.861453396813,2832.567861149529,6365067
2021-07-12,2782.97607421875,2820.3658829180167,2778.836167561191,2819.4943236216886,1892226
2021-07-13,2778.139404296875,2801.1921094988934,2767.2012904975068,2801.1921094988934,1809339
2021-07-14,2801.671630859375,2808.164706572145,2775.9170051000256,2777.6601240985183,2044279
2021-07-15,2797.65380859375,2822.8969769583846,2789.836369868689,2819.1847651324792,2232968
2021-07-16,2790.534912109375,2812.415165876921,2788.0891771991855,2806.4318691544436,1256526
2021-07-19,2781.625244140625,2794.9018146966923,2774.113390843784,2777.607236424192,1597058
2021-07-20,2800.1435546875,2808.179359661295,2756.7760534241775,2781.626209335498,1811945
2021-07-22,2809.358154296875,2816.8697957122436,2786.342357051715,2786.342357051715,2859334
2021-07-23,2806.30078125,2831.369082897258,2800.88514951478,2821.2805602259114,1776193
2021-07-26,2792.9365234375,2816.257900011186,2787.0843747463373,2795.076461203627,1259611
2021-07-27,2780.184326171875,2803.8115031390935,2761.142822223809,2795.0768878645167,1121367
2021-07-28,2793.155029296875,2798.963462561045,2736.030523298907,2784.5950645543444,1660654
